"","coins_list","index","news_date","content","news_n","views","comments","polarity","subjectivity","day_movement","volatility"
"1399","eos","Top 10",2018-03-13,"Positive",3,383729,12,0.25,0.25,-0.00687285223367698,0.0535117056856188
"1400","eos","Top 10",2018-03-15,"Positive",3,312374,33,0.25,0.25,0.0336448598130841,0.0947955390334572
"1401","eos","Top 10",2018-03-16,"Positive",3,389955,12,0.25,0.25,0.0173745173745173,0.0695488721804511
"1402","eos","Top 10",2018-03-19,"Positive",3,252027,42,0.25,0.25,-0.35031847133758,0.281446540880503
"1403","eos","Top 10",2018-03-21,"Positive",3,286833,15,0.25,0.25,-0.158154859967051,0.174033149171271
"1404","eos","Top 10",2018-03-23,"Positive",3,339864,15,0.25,0.25,0.00142450142450139,0.100840336134454
"1405","eos","Top 10",2018-03-27,"Positive",3,307376,0,0.25,0.25,-0.00169491525423725,0.180124223602484
"1406","eos","Top 10",2018-03-28,"Positive",3,277926,0,0.25,0.25,-0.0697278911564626,0.111450381679389
"1407","eos","Top 10",2018-03-30,"Positive",3,281628,0,0.25,0.25,-0.011608623548922,0.0548387096774193
"1408","eos","Top 10",2018-04-03,"Positive",3,245310,0,0.25,0.25,-0.0389830508474575,0.0597738287560582
"1409","eos","Top 10",2018-04-05,"Positive",3,176151,0,0.25,0.25,-0.118881118881119,0.148606811145511
"1410","eos","Top 10",2018-04-06,"Positive",3,249837,0,0.25,0.25,0.0738993710691825,0.101404056162247
"1411","eos","Top 10",2018-04-09,"Positive",3,212757,0,0.25,0.25,0.0183946488294315,0.0444810543657332
"1412","eos","Top 10",2018-04-11,"Positive",3,201456,0,0.25,0.25,-0.415,0.320861678004535
"1413","eos","Top 10",2018-04-13,"Positive",2,183610,0,0.25,0.25,-0.00344431687715262,0.0798274002157498
"1414","eos","Top 10",2018-04-16,"Positive",3,210242,0,0.25,0.25,0.0345649582836711,0.065554231227652
"1415","eos","Top 10",2018-04-19,"Positive",3,261174,3,0.25,0.25,-0.0465631929046563,0.0508474576271185
"1416","eos","Top 10",2018-04-21,"Positive",3,278343,3,0.25,0.25,0.0405872193436961,0.115021459227468
"1417","eos","Top 10",2018-04-24,"Positive",3,292488,21,0.25,0.25,-0.305200341005968,0.266875
"1418","eos","Top 10",2018-04-26,"Positive",3,241509,6,0.25,0.25,-0.0734580734580735,0.0961910910264687
"1419","eos","Top 10",2018-04-27,"Positive",1,37584,4,0.04375,0.34375,-0.0775694893341953,0.164902506963788
"1420","eos","Top 10",2018-04-28,"Positive",3,296436,3,0.25,0.25,-0.130617136009587,0.14454126089185
"1421","eos","Top 10",2018-05-01,"Positive",3,228783,3,0.25,0.25,-0.0724391624221843,0.145178197064989
"1422","eos","Top 10",2018-05-02,"Positive",3,233181,0,0.25,0.25,-0.0147913365029055,0.0558687852383393
"1423","eos","Top 10",2018-05-05,"Positive",3,359088,9,0.25,0.25,-0.0385064177362894,0.0770059235325794
"1424","eos","Top 10",2018-05-08,"Positive",3,212079,9,0.25,0.25,-0.0088987764182425,0.051906779661017
"1425","eos","Top 10",2018-05-10,"Positive",3,234573,6,0.25,0.25,0.0239287701725097,0.0646022423918847
"1426","eos","Top 10",2018-05-12,"Positive",3,273735,9,0.25,0.25,0.0487316421895861,0.173884514435696
"1427","eos","Top 10",2018-05-15,"Positive",5,357525,15,0.25,0.25,0.0754448398576513,0.123961218836565
"1428","eos","Top 10",2018-05-17,"Positive",5,311410,25,0.25,0.25,0.0341880341880341,0.124103299856528
"1429","eos","Top 10",2018-05-19,"Positive",3,186102,27,0.25,0.25,-0.00996932515337429,0.0516853932584269
"1430","eos","Top 10",2018-05-22,"Positive",5,318260,30,0.25,0.25,0.0924556213017751,0.0946045824094604
"1431","eos","Top 10",2018-05-23,"Positive",4,237600,40,0.25,0.25,0.117599351175993,0.136436597110754
"1432","eos","Top 10",2018-05-26,"Positive",4,310036,32,0.25,0.25,-0.006519967400163,0.0646921278254092
"1433","eos","Top 10",2018-05-28,"Positive",2,168612,6,0.0446428571428571,0.401785714285714,0.0688,0.107087827426811
"1434","eos","Top 10",2018-05-29,"Positive",1,22204,6,0.0333333333333333,0.175,-0.0410256410256411,0.124899919935949
"1435","eos","Top 10",2018-05-31,"Positive",5,269830,65,0.25,0.25,-0.0258980785296574,0.0605345911949687
"1436","eos","Top 10",2018-06-01,"Positive",5,350410,27,0.28,0.32,-0.00162733930024421,0.0330645161290323
"1437","eos","Top 10",2018-06-04,"Positive",4,161036,12,0.25,0.25,0.071917808219178,0.0964912280701754
"1438","eos","Top 10",2018-06-05,"Neutro",1,66405,8,0,0.05,-0.0456553755522827,0.0885453267744202
"1439","eos","Top 10",2018-06-06,"Positive",4,192586,12,0.25,0.25,0.0217543859649123,0.0546984572230014
"1440","eos","Top 10",2018-06-08,"Positive",4,264060,36,0.25,0.25,0.0363761153054222,0.0686141304347826
"1441","eos","Top 10",2018-06-12,"Positive",5,280950,30,0.25,0.25,0.115151515151515,0.137662337662338
"1442","eos","Top 10",2018-06-14,"Positive",5,214990,40,0.25,0.25,-0.111111111111111,0.159031979256698
"1443","eos","Top 10",2018-06-16,"Neutro",1,38574,21,0,0,0.00187793427230043,0.0425531914893618
"1444","eos","Top 10",2018-06-16,"Positive",5,297580,15,0.25,0.25,0.00187793427230043,0.0425531914893618
"1445","eos","Top 10",2018-06-17,"Neutro",1,22800,5,0,0,0.0178739416745062,0.0306691449814126
"1446","eos","Top 10",2018-06-18,"Neutro",1,11193,6,0,0,-0.0268199233716476,0.0554016620498615
"1447","eos","Top 10",2018-06-19,"Neutro",1,17417,22,0,0,-0.000932835820895502,0.0313653136531365
"1448","eos","Top 10",2018-06-19,"Positive",5,215030,40,0.25,0.25,-0.000932835820895502,0.0313653136531365
"1449","eos","Top 10",2018-06-20,"Positive",4,197140,24,0.25,0.25,0.0288909599254427,0.0547818012999071
"1450","eos","Top 10",2018-06-23,"Neutro",1,47006,24,0,0,0.0299884659746251,0.068259385665529
"1451","eos","Top 10",2018-06-23,"Positive",4,263360,48,0.25,0.25,0.0299884659746251,0.068259385665529
"1452","eos","Top 10",2018-06-24,"Positive",1,79557,21,0.5,0.9,0.0437352245862885,0.160756501182033
"1453","eos","Top 10",2018-06-26,"Positive",5,282980,10,0.25,0.25,0.0907990314769976,0.0975903614457832
"1454","eos","Top 10",2018-06-27,"Neutro",1,15202,11,0,0,-0.0708556149732619,0.0941320293398532
"1455","eos","Top 10",2018-06-27,"Positive",4,171698,28,0.25,0.25,-0.0708556149732619,0.0941320293398532
"1456","eos","Top 10",2018-06-29,"Neutro",1,19551,11,0,0,-0.0348058902275771,0.0853503184713376
"1457","eos","Top 10",2018-06-29,"Positive",4,182626,20,0.25,0.25,-0.0348058902275771,0.0853503184713376
"1458","eos","Top 10",2018-06-30,"Neutro",1,24905,5,0,0,-0.0503875968992249,0.0618181818181818
"1459","eos","Top 10",2018-07-03,"Positive",5,249865,30,0.25,0.25,0.00785634118967455,0.0620320855614973
"1460","eos","Top 10",2018-07-04,"Positive",5,227346,30,0.25,0.25,-0.00451977401129954,0.0883919062832801
"1461","eos","Top 10",2018-07-05,"Neutro",1,17135,8,0,0,-0.00563063063063051,0.0459016393442623
"1462","eos","Top 10",2018-07-06,"Positive",4,189036,8,0.25,0.25,0.0247191011235956,0.069506726457399
"1463","eos","Top 10",2018-07-09,"Positive",5,221435,20,0.2375,0.256666666666667,0.110218140068886,0.118993135011442
"1464","eos","Top 10",2018-07-11,"Negative",2,39526,4,0.155555555555556,0.288888888888889,0.00277392510402213,0.0755735492577598
"1465","eos","Top 10",2018-07-11,"Positive",4,161671,24,0.25,0.25,0.00277392510402213,0.0755735492577598
"1466","eos","Top 10",2018-07-13,"Positive",4,186388,44,0.25,0.25,-0.00723589001447175,0.0595567867036011
"1467","eos","Top 10",2018-07-16,"Neutro",1,20907,4,0,0,-0.0959459459459458,0.103575832305795
"1468","eos","Top 10",2018-07-16,"Positive",4,258422,8,0.25,0.25,-0.0959459459459458,0.103575832305795
"1469","eos","Top 10",2018-07-20,"Positive",4,215660,20,0.25,0.25,0.0595238095238095,0.0747330960854092
"1470","eos","Top 10",2018-07-23,"Positive",4,218938,0,0.25,0.25,-0.0114213197969543,0.0607866507747319
"1471","eos","Top 10",2018-07-25,"Positive",4,194334,12,0.25,0.25,0.00584112149532719,0.0520361990950225
"1472","eos","Top 10",2018-07-27,"Positive",4,213888,24,0.25,0.25,-0.0120336943441636,0.0564042303172738
"1473","eos","Top 10",2018-07-30,"Positive",4,170018,12,0.25,0.25,0.0683453237410072,0.100719424460432
"1474","eos","Top 10",2018-08-01,"Positive",4,199640,8,0.25,0.25,0.0135869565217392,0.0554803788903923
"1475","eos","Top 10",2018-08-03,"Positive",5,260181,26,0.227272727272727,0.290909090909091,-0.0212765957446809,0.046831955922865
"1476","eos","Top 10",2018-08-06,"Positive",4,179633,12,0.25,0.25,-0.00141643059490095,0.0278940027894003
"1477","eos","Top 10",2018-08-08,"Positive",4,205216,8,0.25,0.25,0.153030303030303,0.16969696969697
"1478","eos","Top 10",2018-08-10,"Positive",4,288392,16,0.25,0.25,0.089655172413793,0.109215017064847
"1479","eos","Top 10",2018-08-13,"Positive",4,138598,20,0.25,0.25,0.0778443113772454,0.125
"1480","eos","Top 10",2018-08-15,"Positive",5,167950,20,0.25,0.25,0.00429184549356233,0.0653061224489796
"1481","eos","Top 10",2018-08-17,"Positive",4,122812,0,0.25,0.25,-0.219026548672566,0.17967332123412
"1482","eos","Top 10",2018-08-20,"Positive",4,94380,76,0.25,0.25,0.10188679245283,0.114018691588785
"1483","eos","Top 10",2018-08-22,"Positive",4,94380,4,0.25,0.25,0.0386965376782078,0.127134724857685
"1484","eos","Top 10",2018-08-24,"Positive",3,85823,0,0.25,0.25,-0.0285132382892056,0.0492125984251968
"1485","eos","Top 10",2018-08-27,"Positive",4,107128,8,0.25,0.25,-0.0828282828282828,0.080223880597015
"1486","eos","Top 10",2018-08-29,"Positive",3,65387,3,0.25,0.25,-0.0372881355932203,0.0993788819875777
"1487","eos","Top 10",2018-08-31,"Positive",5,150417,5,0.25,0.25,-0.0610561056105611,0.0773993808049536
"1488","eos","Top 10",2018-09-04,"Positive",5,190165,0,0.25,0.25,-0.00309597523219821,0.0363636363636363
"1489","eos","Top 10",2018-09-05,"Positive",4,185200,12,0.25,0.25,0.194444444444445,0.205479452054795
"1490","eos","Top 10",2018-09-08,"Positive",5,248755,25,0.25,0.25,0.0666666666666666,0.0963391136801541
"1491","eos","Top 10",2018-09-10,"Positive",4,232988,8,0.25,0.25,-0.0100200400801603,0.0294695481335952
"1492","eos","Top 10",2018-09-12,"Positive",5,175365,10,0.25,0.25,0.0119999999999999,0.04
"1493","eos","Top 10",2018-09-15,"Positive",5,212310,10,0.25,0.25,-0.0285714285714286,0.0419708029197081
"1494","eos","Top 10",2018-09-17,"Positive",6,188649,6,0.25,0.25,0.0994475138121547,0.128205128205128
"1495","eos","Top 10",2018-09-19,"Positive",6,235056,18,0.25,0.25,-0.0335968379446642,0.060491493383743
"1496","eos","Top 10",2018-09-21,"Positive",5,313250,15,0.25,0.25,-0.0678260869565217,0.0813008130081301
"1497","eos","Top 10",2018-09-24,"Positive",6,265470,36,0.25,0.25,0.0564784053156146,0.0663349917081261
"1498","eos","Top 10",2018-09-26,"Positive",6,280993,24,0.25,0.25,-0.0296846011131726,0.080279232111693
"1499","eos","Top 10",2018-09-28,"Positive",5,287740,5,0.25,0.25,0.0102915951972557,0.0514950166112956
"1500","eos","Top 10",2018-10-01,"Positive",6,232026,24,0.25,0.25,0,0.039655172413793
"1501","eos","Top 10",2018-10-02,"Negative",1,3539,4,0.05,0.05,0.0156794425087108,0.03125
"1502","eos","Top 10",2018-10-02,"Neutro",2,13828,12,0,0,0.0156794425087108,0.03125
"1503","eos","Top 10",2018-10-03,"Positive",5,212817,15,0.25,0.25,-0.00178253119429586,0.026595744680851
"1504","eos","Top 10",2018-10-05,"Negative",1,9748,16,0.25,0.625,-0.00345423143350597,0.0240137221269296
"1505","eos","Top 10",2018-10-05,"Positive",5,192185,5,0.25,0.25,-0.00345423143350597,0.0240137221269296
"1506","eos","Top 10",2018-10-08,"Positive",4,205969,0,0.25,0.25,-0.0242634315424611,0.0450751252086812
"1507","eos","Top 10",2018-10-10,"Positive",5,170770,0,0.25,0.25,0.00169779286926991,0.0152542372881357
"1508","eos","Top 10",2018-10-12,"Positive",3,134410,0,0.25,0.25,-0.0277777777777777,0.0400763358778626
"1509","eos","Top 10",2018-10-13,"Positive",1,27546,1,0.5,0.5,-0.0135135135135136,0.018939393939394
"1510","eos","Top 10",2018-10-15,"Positive",3,111817,6,0.25,0.25,-0.0600775193798449,0.0939716312056736
"1511","eos","Top 10",2018-10-17,"Positive",3,96104,0,0.25,0.25,0.00733944954128441,0.0164835164835165
"1512","eos","Top 10",2018-10-19,"Positive",1,37115,2,0.25,0.25,0.00559701492537318,0.0148975791433892
"1513","ethereum","Top 10",2015-11-30,"Neutro",1,510,0,0,0,0.00776406868109696,0.0529107740985463
"1514","ethereum","Top 10",2015-12-01,"Neutro",1,267,0,0,0,0.0040031150519858,0.0369884610526696
"1515","ethereum","Top 10",2016-03-28,"Neutro",2,712,0,0,0.4,-0.11888782358581,0.122259696458685
"1516","ethereum","Top 10",2016-03-29,"Neutro",1,277,0,0,0,0.00765957446808509,0.0470193115029387
"1517","ethereum","Top 10",2016-03-30,"Neutro",1,775,0,0,0,-0.0292850990525409,0.0582922824302134
"1518","ethereum","Top 10",2016-04-01,"Negative",1,432,0,0.158333333333333,0.15,-0.0228070175438596,0.0379746835443037
"1519","ethereum","Top 10",2016-04-03,"Neutro",2,600,0,0,0,0.00085984522785912,0.0170794192997439
"1520","ethereum","Top 10",2016-04-04,"Neutro",1,686,0,0,0,0.0395869191049913,0.0516351118760757
"1521","ethereum","Top 10",2016-04-05,"Neutro",1,260,0,0,0,0.0686886708296165,0.096342551293488
"1522","ethereum","Top 10",2016-04-06,"Neutro",1,632,0,0,0,-0.0229665071770335,0.0628988149498634
"1523","ethereum","Top 10",2016-04-07,"Neutro",1,213,0,0,0,0.0588785046728971,0.0795559666975024
"1524","ethereum","Top 10",2016-04-08,"Neutro",1,351,0,0,0,0.0357142857142857,0.070259865255053
"1525","ethereum","Top 10",2016-04-11,"Neutro",3,6353,0,0,0,0.0335570469798657,0.106145251396648
"1526","ethereum","Top 10",2016-04-12,"Positive",1,2109,0,0.85,1,0.138888888888889,0.172453703703704
"1527","ethereum","Top 10",2016-04-13,"Neutro",1,309,0,0,0,-0.0806451612903224,0.189220183486239
"1528","ethereum","Top 10",2016-04-13,"Positive",1,1258,0,0.7,0.9,-0.0806451612903224,0.189220183486239
"1529","ethereum","Top 10",2016-04-14,"Neutro",2,1260,0,0,0,-0.0383663366336634,0.0844748858447489
"1530","ethereum","Top 10",2016-04-15,"Neutro",1,241,0,0,0,0.0178784266984506,0.0603248259860788
"1531","ethereum","Top 10",2016-04-17,"Neutro",2,684,0,0,0,-0.0800464037122971,0.117525773195876
"1532","ethereum","Top 10",2016-04-18,"Neutro",1,294,0,0,0,0.0310825294748125,0.106203995793901
"1533","ethereum","Top 10",2016-04-19,"Neutro",1,280,0,0,0,0.040748898678414,0.0762620837808809
"1534","ethereum","Top 10",2016-04-20,"Neutro",1,318,0,0,0,0.0253164556962024,0.058890147225368
"1535","ethereum","Top 10",2016-04-21,"Neutro",1,264,0,0,0,0.0414201183431952,0.0871559633027524
"1536","ethereum","Top 10",2016-04-22,"Neutro",1,302,0,0,0,0.0404907975460123,0.0725513905683192
"1537","ethereum","Top 10",2016-04-24,"Neutro",2,658,0,0,0,0.0349819059107357,0.0602125147579694
"1538","ethereum","Top 10",2016-04-25,"Neutro",2,1718,1,0,0,0.0574282147315855,0.105067985166873
"1539","ethereum","Top 10",2016-04-26,"Neutro",1,257,0,0,0,0.0172642762284196,0.0649006622516557
"1540","ethereum","Top 10",2016-04-27,"Neutro",1,274,0,0,0,-0.0500676589986468,0.0815558343789209
"1541","ethereum","Top 10",2016-04-28,"Neutro",1,232,0,0,0,0.0736434108527132,0.0935524652338812
"1542","ethereum","Top 10",2016-04-29,"Neutro",1,268,0,0,0,-0.0346740638002774,0.072445019404916
"1543","ethereum","Top 10",2016-05-02,"Neutro",2,662,0,0,0,-0.142857142857143,0.142441860465116
"1544","ethereum","Top 10",2016-05-03,"Neutro",1,492,0,0,0,0.0845624385447394,0.0875122910521141
"1545","ethereum","Top 10",2016-05-04,"Neutro",2,1331,0,0,0,-0.00319829424307029,0.0757726819541376
"1546","ethereum","Top 10",2016-05-05,"Neutro",1,234,0,0,0,-0.0457446808510638,0.0756218905472638
"1547","ethereum","Top 10",2016-05-06,"Neutro",1,172,0,0,0,0.0468909276248727,0.0914572864321608
"1548","ethereum","Top 10",2016-05-08,"Neutro",2,696,0,0,0,-0.0117395944503737,0.0697916666666667
"1549","ethereum","Top 10",2016-05-09,"Neutro",1,282,0,0,0,0.0200210748155953,0.0456431535269711
"1550","ethereum","Top 10",2016-05-10,"Neutro",1,254,0,0,0,-0.00862068965517242,0.0232067510548524
"1551","ethereum","Top 10",2016-05-11,"Neutro",1,311,0,0,0,-0.0604453870625663,0.0619380619380619
"1552","ethereum","Top 10",2016-05-12,"Neutro",1,260,0,0,0,-0.00600000000000005,0.0618458610846813
"1553","ethereum","Top 10",2016-05-13,"Neutro",1,252,0,0,0,-0.0447316103379721,0.093212669683258
"1554","ethereum","Top 10",2016-05-15,"Neutro",2,692,0,0,0,0.0273437499999999,0.0488505747126437
"1555","ethereum","Top 10",2016-05-16,"Neutro",1,258,0,0,0,-0.120361083249749,0.128496503496503
"1556","ethereum","Top 10",2016-05-17,"Neutro",1,182,0,0,0,-0.0902591599642538,0.10728582866293
"1557","ethereum","Top 10",2016-05-18,"Neutro",1,253,0,0,0,-0.113300492610838,0.14586255259467
"1558","ethereum","Top 10",2016-05-19,"Negative",1,668,0,0.05,0.3,-0.0908419497784343,0.102891728312038
"1559","ethereum","Top 10",2016-05-19,"Neutro",1,415,0,0,0,-0.0908419497784343,0.102891728312038
"1560","ethereum","Top 10",2016-05-20,"Neutro",1,251,0,0,0,0.0814814814814814,0.110963455149502
"1561","ethereum","Top 10",2016-05-23,"Neutro",3,949,0,0,0,0.057422969187675,0.0897170462387854
"1562","ethereum","Top 10",2016-05-24,"Neutro",1,231,0,0,0,0.0435762584522915,0.127814088598402
"1563","ethereum","Top 10",2016-05-25,"Neutro",1,315,0,0,0,0.0203283815480844,0.0875968992248063
"1564","ethereum","Top 10",2016-05-26,"Neutro",1,1659,0,0,0,0.0071884984025559,0.0715935334872979
"1565","ethereum","Top 10",2016-05-27,"Neutro",2,3318,0,0,0.5,0.0879741727199354,0.152542372881356
"1566","ethereum","Top 10",2016-05-29,"Neutro",2,768,0,0,0,-0.0198183319570603,0.0717100078802207
"1567","ethereum","Top 10",2016-05-30,"Neutro",1,208,0,0,0,-0.032441200324412,0.0473602484472051
"1568","ethereum","Top 10",2016-05-31,"Neutro",1,454,0,0,0,-0.105180533751962,0.114225648213034
"1569","ethereum","Top 10",2016-06-01,"Neutro",1,458,0,0,0,0.00779588944011335,0.0614525139664805
"1570","ethereum","Top 10",2016-06-02,"Neutro",1,333,0,0,0,0.0178699070764832,0.0298932384341637
"1571","ethereum","Top 10",2016-06-03,"Neutro",1,527,0,0,0,-0.00800582241630272,0.0447007930785868
"1572","ethereum","Top 10",2016-06-05,"Neutro",2,702,0,0,0,-0.0159883720930233,0.0355366027007818
"1573","ethereum","Top 10",2016-06-06,"Neutro",1,612,0,0,0,0.00500000000000002,0.0234708392603129
"1574","ethereum","Top 10",2016-06-10,"Neutro",1,913,0,0,0,0.0326842837273992,0.0422730422730422
"1575","ethereum","Top 10",2016-06-10,"Positive",1,774,0,0.25,0.333333333333333,0.0326842837273992,0.0422730422730422
"1576","ethereum","Top 10",2016-06-13,"Neutro",2,1078,0,0,0,-0.116043119847812,0.108843537414966
"1577","ethereum","Top 10",2016-06-14,"Neutro",2,1747,0,0,0,-0.0726859738784782,0.102231447846393
"1578","ethereum","Top 10",2016-06-14,"Positive",2,2098,0,0.133333333333333,0.433333333333333,-0.0726859738784782,0.102231447846393
"1579","ethereum","Top 10",2016-06-15,"Neutro",1,7522,0,0,0,0.0296139608672659,0.0634584875727128
"1580","ethereum","Top 10",2016-06-15,"Positive",1,1635,0,0.136363636363636,0.454545454545455,0.0296139608672659,0.0634584875727128
"1581","ethereum","Top 10",2016-06-16,"Neutro",4,2208,0,0,0,-0.121459694989107,0.118578972635622
"1582","ethereum","Top 10",2016-06-17,"Neutro",2,1147,1,0,0.025,0.255205811138014,0.369423791821561
"1583","ethereum","Top 10",2016-06-18,"Negative",2,1456,0,0.2,0.4,0.26332899869961,0.352405721716515
"1584","ethereum","Top 10",2016-06-19,"Positive",2,1282,2,0.366666666666667,0.7,-0.0948970456580126,0.192716236722306
"1585","ethereum","Top 10",2016-06-20,"Neutro",2,822,0,0,0,0.0326797385620915,0.155020080321285
"1586","ethereum","Top 10",2016-06-21,"Neutro",1,1884,0,0,0,-0.126057529610829,0.158718330849478
"1587","ethereum","Top 10",2016-06-22,"Neutro",1,352,0,0,0,0.00757575757575755,0.170360987967068
"1588","ethereum","Top 10",2016-06-24,"Neutro",1,406,0,0,0.125,-0.047514619883041,0.092656142759094
"1589","ethereum","Top 10",2016-06-24,"Positive",2,10624,4,0.136363636363636,0.454545454545455,-0.047514619883041,0.092656142759094
"1590","ethereum","Top 10",2016-06-28,"Neutro",3,1298,0,0,0,0.125628140703518,0.161659513590844
"1591","ethereum","Top 10",2016-07-05,"Neutro",2,892,0,0,0,0.074171029668412,0.168402777777778
"1592","ethereum","Top 10",2016-07-07,"Negative",2,15538,14,0.4,0.4,0.040796963946869,0.0728476821192053
"1593","ethereum","Top 10",2016-07-07,"Positive",1,604,0,0.371428571428571,0.580952380952381,0.040796963946869,0.0728476821192053
"1594","ethereum","Top 10",2016-07-08,"Neutro",1,396,0,0,1,-0.125494071146245,0.135416666666667
"1595","ethereum","Top 10",2016-07-11,"Positive",1,937,2,0.3,0.4,0.0438756855575867,0.0681198910081744
"1596","ethereum","Top 10",2016-07-12,"Neutro",2,928,0,0,0,-0.00669856459330146,0.0306691449814126
"1597","ethereum","Top 10",2016-07-15,"Negative",1,556,0,0.291666666666667,0.541666666666667,-0.0391304347826086,0.0756234915526951
"1598","ethereum","Top 10",2016-07-19,"Neutro",1,330,0,0,0,-0.0515837104072397,0.0832639467110741
"1599","ethereum","Top 10",2016-07-20,"Negative",2,1357,1,0.291666666666667,0.541666666666667,-0.0742018981880931,0.109314857582756
"1600","ethereum","Top 10",2016-07-20,"Neutro",1,738,0,0,0,-0.0742018981880931,0.109314857582756
"1601","ethereum","Top 10",2016-07-20,"Positive",1,641,4,0.104166666666667,0.520833333333333,-0.0742018981880931,0.109314857582756
"1602","ethereum","Top 10",2016-07-21,"Positive",1,311,2,0.0361111111111111,0.347222222222222,-0.0152487961476725,0.0566483084185681
"1603","ethereum","Top 10",2016-07-23,"Neutro",1,328,19,0,0,0.0252215405589638,0.0570469798657718
"1604","ethereum","Top 10",2016-07-24,"Neutro",1,540,3,0,0,0.108391608391608,0.146814404432133
"1605","ethereum","Top 10",2016-07-24,"Positive",1,689,16,0.222222222222222,0.222222222222222,0.108391608391608,0.146814404432133
"1606","ethereum","Top 10",2016-07-25,"Positive",1,293,1,0.0833333333333333,0.133333333333333,-0.086342229199372,0.0851370851370851
"1607","ethereum","Top 10",2016-07-26,"Neutro",3,2649,3,0,0,0.132416787264834,0.153068592057762
"1608","ethereum","Top 10",2016-07-26,"Positive",1,446,6,0.166666666666667,0.166666666666667,0.132416787264834,0.153068592057762
"1609","ethereum","Top 10",2016-07-27,"Neutro",1,291,0,0,0,-0.0763485477178423,0.110443275732532
"1610","ethereum","Top 10",2016-07-27,"Positive",1,386,5,0.25,0.333333333333333,-0.0763485477178423,0.110443275732532
"1611","ethereum","Top 10",2016-07-28,"Neutro",1,436,2,0,0,0.0107858243451464,0.0384911470361817
"1612","ethereum","Top 10",2016-07-28,"Positive",2,7916,60,0.114583333333333,0.333333333333333,0.0107858243451464,0.0384911470361817
"1613","ethereum","Top 10",2016-07-30,"Negative",1,1698,2,0.6,0.9,0.0265625,0.0265625
"1614","ethereum","Top 10",2016-07-31,"Neutro",1,1045,3,0,0,0.0450160771704179,0.0767386091127098
"1615","ethereum","Top 10",2016-08-02,"Positive",1,678,7,0.3,0.4,0.197260273972603,0.263913824057451
"1616","ethereum","Top 10",2016-08-03,"Neutro",2,1044,14,0,0,-0.158783783783784,0.147792706333973
"1617","ethereum","Top 10",2016-08-06,"Positive",1,631,5,0.214285714285714,0.642857142857143,0.00366300366300358,0.0594149908592322
"1618","ethereum","Top 10",2016-09-12,"Neutro",1,794,6,0,0,-0.0214776632302405,0.0284518828451883
"1619","ethereum","Top 10",2016-09-24,"Neutro",3,10252,27,0,0,0.033033033033033,0.0494752623688156
"1620","ethereum","Top 10",2016-09-25,"Neutro",1,761,4,0,0,-0.0194552529182879,0.0236460717009915
"1621","ethereum","Top 10",2016-09-27,"Neutro",1,711,1,0,0,-0.0186625194401244,0.0264950794852386
"1622","ethereum","Top 10",2016-09-30,"Positive",1,930,1,0.214285714285714,0.642857142857143,-0.0107033639143731,0.0239880059970015
"1623","ethereum","Top 10",2016-10-05,"Negative",2,1406,2,0.121212121212121,0.584848484848485,0.0180722891566265,0.0232209737827716
"1624","ethereum","Top 10",2016-10-06,"Neutro",2,1956,0,0,0.125,0.0138142747505756,0.0342465753424658
"1625","ethereum","Top 10",2016-10-13,"Negative",1,618,4,0.291666666666667,0.541666666666667,-0.00419815281276244,0.0288540807914263
"1626","ethereum","Top 10",2016-10-15,"Negative",1,1284,8,0.291666666666667,0.541666666666667,-0.00335008375209388,0.0183333333333334
"1627","ethereum","Top 10",2016-10-19,"Negative",1,351,4,0.291666666666667,0.541666666666667,0.04527402700556,0.0562599049128367
"1628","ethereum","Top 10",2016-11-02,"Negative",1,363,1,0.0125,0,0.00185701021355614,0.0421146953405018
"1629","ethereum","Top 10",2016-11-07,"Positive",1,1272,1,0.0625,0.5,0.00825688073394494,0.0164233576642337
"1630","ethereum","Top 10",2016-11-18,"Positive",1,1923,1,0.285714285714286,0.535714285714286,0.051051051051051,0.0529470529470529
"1631","ethereum","Top 10",2016-11-22,"Negative",1,1488,1,0.291666666666667,0.541666666666667,-0.0290758047767393,0.0634765625
"1632","ethereum","Top 10",2016-11-23,"Neutro",1,1536,1,0,0,0.00806451612903226,0.0200803212851407
"1633","ethereum","Top 10",2016-11-24,"Neutro",1,829,3,0,0,0.0629441624365481,0.0934010152284264
"1634","ethereum","Top 10",2016-11-24,"Positive",1,966,2,0.357142857142857,0.621428571428571,0.0629441624365481,0.0934010152284264
"1635","ethereum","Top 10",2016-11-25,"Neutro",1,1188,0,0,0,-0.0184182015167931,0.0553846153846153
"1636","ethereum","Top 10",2016-11-26,"Neutro",1,978,6,0,0,0.00955414012738852,0.0199999999999999
"1637","ethereum","Top 10",2016-12-06,"Positive",1,1795,3,0.4,0.8,-0.157352941176471,0.244949494949495
"1638","ethereum","Top 10",2016-12-08,"Neutro",1,1788,1,0,0,0.0178997613365156,0.0711060948081263
"1639","ethereum","Top 10",2016-12-09,"Positive",1,1060,15,0.55,0.7,-0.0342717258261933,0.071510957324106
"1640","ethereum","Top 10",2016-12-14,"Neutro",1,1212,4,0,0,0.021301775147929,0.0316901408450704
"1641","ethereum","Top 10",2016-12-22,"Neutro",1,757,0,0,0,0.039240506329114,0.0518331226295828
"1642","ethereum","Top 10",2017-01-01,"Positive",1,2957,4,0.25,0.75,-0.0238095238095237,0.0578512396694215
