"","coin","index","news_date","content","news_n","subscribers","normal_users","moderators","score","comments","polarity","subjectivity","volatility","day_movement"
"5708","Komodo","Small coins",2018-05-27,"Neutro",1,8114,347,0,37,11,0,0,0.0387596899224807,0.0155642023346304
"5709","Komodo","Small coins",2018-05-28,"Positive",2,8114,173,0,42,1,0.283333333333333,0.366666666666667,0.108108108108108,0.0869565217391303
"5710","Komodo","Small coins",2018-05-30,"Neutro",2,8114,1015,0,70,14,0,0,0.0827067669172933,0.0116731517509727
"5711","Komodo","Small coins",2018-05-31,"Positive",1,8114,21,0,31,3,0.214285714285714,0.642857142857143,0.0419847328244276,-0.0238095238095238
"5712","Komodo","Small coins",2018-06-02,"Neutro",2,8114,127,0,20,18,0,0,0.0636704119850187,-0.0396825396825397
"5713","Komodo","Small coins",2018-06-02,"Positive",1,8114,59,0,19,10,0.0357142857142857,0.368571428571429,0.0636704119850187,-0.0396825396825397
"5714","Komodo","Small coins",2018-06-03,"Negative",1,8114,9,0,24,9,0.05,0.4,0.0404411764705883,-0.0229007633587786
"5715","Komodo","Small coins",2018-06-05,"Neutro",1,8114,165,0,20,0,0,0,0.0606060606060607,-0.0357142857142857
"5716","Komodo","Small coins",2018-06-05,"Positive",1,8114,462,0,18,0,0.5,0.694444444444444,0.0606060606060607,-0.0357142857142857
"5717","Komodo","Small coins",2018-06-06,"Neutro",1,8114,1,0,21,11,0,0,0.0648854961832061,0.0230769230769231
"5718","Komodo","Small coins",2018-06-07,"Neutro",1,8114,6,0,12,3,0,0,0.0421455938697318,0.0156862745098039
"5719","Komodo","Small coins",2018-06-08,"Neutro",1,8114,300,0,36,2,0,0,0.0669291338582677,0.0238095238095238
"5720","Komodo","Small coins",2018-06-09,"Positive",2,8114,368,0,22,14,0.118181818181818,0.327272727272727,0.0278884462151394,0
"5721","Komodo","Small coins",2018-06-10,"Neutro",2,8114,408,0,58,4,0,0,0.13469387755102,0.126530612244898
"5722","Komodo","Small coins",2018-06-11,"Neutro",1,8114,159,0,11,2,0,0,0.0558139534883721,0.00934579439252337
"5723","Komodo","Small coins",2018-06-12,"Positive",1,8114,28,0,18,11,0.4,0.6,0.111627906976744,0.0616113744075829
"5724","Komodo","Small coins",2018-06-15,"Neutro",1,8114,241,0,23,1,0,0,0.0682926829268292,0.0544554455445545
"5725","Komodo","Small coins",2018-06-17,"Neutro",1,8114,83,0,24,10,0,0,0.0355329949238579,0.0206185567010309
"5726","Komodo","Small coins",2018-06-18,"Positive",1,8114,16,0,22,4,0.5,0.5,0.0656565656565656,-0.0264550264550265
"5727","Komodo","Small coins",2018-06-22,"Neutro",1,8114,39,0,17,6,0,0,0.2,0.0828729281767956
"5728","Komodo","Small coins",2018-06-26,"Neutro",2,8114,548,0,116,18,0,0,0.0429447852760735,0.0368098159509201
"5729","Komodo","Small coins",2018-06-26,"Positive",1,8114,34,0,20,0,0.3,0.65,0.0429447852760735,0.0368098159509201
"5730","Komodo","Small coins",2018-06-29,"Positive",1,8114,2,0,26,14,0.55,0.6625,0.0945945945945945,-0.0656934306569342
"5731","Komodo","Small coins",2018-07-01,"Positive",1,8114,157,0,16,18,0.6,0.9,0.0625000000000001,0.00641025641025642
"5732","Komodo","Small coins",2018-07-02,"Neutro",1,8114,704,0,17,0,0,0,0.148571428571429,-0.0897435897435897
"5733","Komodo","Small coins",2018-07-04,"Neutro",1,8114,358,0,12,7,0,0,0.0705882352941176,-0.00621118012422361
"5734","Komodo","Small coins",2018-07-04,"Positive",1,8114,17,0,18,0,0.2,0.4,0.0705882352941176,-0.00621118012422361
"5735","Komodo","Small coins",2018-07-05,"Neutro",2,8114,366,0,61,25,0,0,0.0532544378698224,-0.00613496932515338
"5736","Komodo","Small coins",2018-07-09,"Neutro",1,8114,5523,0,37,1,0,0,0.0538922155688622,-0.0123456790123456
"5737","Komodo","Small coins",2018-07-13,"Neutro",1,8114,625,0,19,3,0,0,0.0320512820512821,0.0064935064935065
"5738","Komodo","Small coins",2018-07-14,"Neutro",1,8114,409,0,21,6,0,0,0.0573248407643313,0.00657894736842106
"5739","Komodo","Small coins",2018-07-16,"Neutro",1,8114,387,0,14,14,0,0,0.0807453416149069,-0.0592105263157895
"5740","Komodo","Small coins",2018-07-17,"Neutro",1,8114,106,0,11,2,0,0,0.113636363636364,-0.1
"5741","Komodo","Small coins",2018-07-18,"Neutro",1,8114,45,0,20,2,0,0,0.0765027322404372,0.0169491525423729
"5742","Komodo","Small coins",2018-07-19,"Neutro",1,8114,59,0,16,2,0,0,0.0944444444444445,0.0632183908045978
"5743","Komodo","Small coins",2018-07-20,"Negative",2,8114,530,0,21,8,0.0318181818181818,0.427272727272727,0.0975609756097561,0.0792682926829268
"5744","Komodo","Small coins",2018-07-22,"Neutro",1,8114,3,0,8,10,0,0,0.0555555555555556,0.00641025641025642
"5745","Komodo","Small coins",2018-07-23,"Neutro",1,8114,55,0,10,6,0,0,0.0636942675159236,0.0194805194805195
"5746","Komodo","Small coins",2018-07-25,"Neutro",2,8114,273,0,73,2,0,0,0.173913043478261,-0.0789473684210526
"5747","Komodo","Small coins",2018-07-27,"Positive",1,8114,350,0,20,2,0.7,0.9,0.0797546012269938,-0.0387096774193549
"5748","Komodo","Small coins",2018-07-30,"Neutro",1,8114,117,0,14,0,0,0,0.121387283236994,0.0542168674698794
"5749","Komodo","Small coins",2018-07-31,"Positive",1,8114,31,0,29,2,0.8,0.75,0.10828025477707,0.0955414012738854
"5750","Komodo","Small coins",2018-08-01,"Positive",1,8114,676,0,30,3,0.8,1,0.0884353741496598,0.0281690140845071
"5751","Komodo","Small coins",2018-08-03,"Negative",1,8114,111,0,40,14,0.0875,0.48125,0.295180722891566,-0.146341463414634
"5752","Komodo","Small coins",2018-08-03,"Neutro",1,8114,664,0,13,7,0,0,0.295180722891566,-0.146341463414634
"5753","Komodo","Small coins",2018-08-04,"Neutro",2,8114,31,0,32,47,0,0.0625,0.0704225352112675,0.0422535211267604
"5754","Komodo","Small coins",2018-08-05,"Neutro",1,8114,2,0,20,0,0,0,0.141025641025641,-0.125
"5755","Komodo","Small coins",2018-08-06,"Neutro",1,8114,21,0,17,8,0,0,0.103225806451613,0.0784313725490197
"5756","Komodo","Small coins",2018-08-10,"Neutro",1,8114,94,0,44,4,0,0,0.133333333333333,0.0977443609022557
"5757","Komodo","Small coins",2018-08-10,"Positive",1,8114,2,0,12,3,0.444444444444444,0.288888888888889,0.133333333333333,0.0977443609022557
"5758","Komodo","Small coins",2018-08-16,"Neutro",1,8114,0,203,23,4,0,0,0.0462962962962963,0.0186915887850467
"5759","Komodo","Small coins",2018-08-23,"Neutro",1,8114,0,668,51,2,0,0,0.0796460176991149,-0.0285714285714286
"5760","Komodo","Small coins",2018-08-24,"Neutro",1,8114,27,0,8,7,0,0,0.0608695652173912,-0.0462962962962961
"5761","Komodo","Small coins",2018-08-26,"Neutro",2,8114,2037,0,69,13,0,0,0.0512820512820511,-0.0088495575221239
"5762","Komodo","Small coins",2018-08-30,"Neutro",1,8114,293,0,28,23,0,0.125,0.106382978723404,0.00751879699248121
"5763","Komodo","Small coins",2018-08-31,"Negative",1,8114,4954,0,38,1,0.0769230769230769,0.520512820512821,0.0588235294117648,-0.00757575757575758
"5764","Komodo","Small coins",2018-08-31,"Neutro",1,8114,114,0,8,5,0,0,0.0588235294117648,-0.00757575757575758
"5765","Komodo","Small coins",2018-09-01,"Neutro",1,8114,24,0,30,10,0,0,0.0902777777777777,-0.0530303030303029
"5766","Komodo","Small coins",2018-09-01,"Positive",1,8114,887,0,10,2,0.05,0.6,0.0902777777777777,-0.0530303030303029
"5767","Komodo","Small coins",2018-09-02,"Positive",1,8114,25,0,19,3,0.6,0.9,0.057142857142857,0.0357142857142856
"5768","Komodo","Small coins",2018-09-03,"Neutro",1,8114,20,0,17,0,0,0,0.169811320754717,-0.125
"5769","Komodo","Small coins",2018-09-05,"Neutro",2,8114,545,0,23,11,0,0.125,0.183544303797468,0.173076923076923
"5770","Komodo","Small coins",2018-09-05,"Positive",3,8114,992,3,242,276,0.312121212121212,0.484848484848485,0.183544303797468,0.173076923076923
"5771","Komodo","Small coins",2018-09-07,"Neutro",1,8114,1261,0,8,2,0,0.375,0.104,0.0645161290322581
"5772","Komodo","Small coins",2018-09-09,"Positive",1,8114,59,0,17,4,1,0.3,0.0900900900900902,0.0185185185185185
"5773","Komodo","Small coins",2018-09-11,"Positive",1,8114,206,0,21,2,0.136363636363636,0.454545454545455,0.0900706422018349,0.0648148148148149
"5774","Komodo","Small coins",2018-09-12,"Positive",1,8114,87,0,22,0,0.25,0.291666666666667,0.113483333333333,0.0136435643564355
"5775","Komodo","Small coins",2018-09-16,"Neutro",1,8114,860,0,25,0,0,1,0.0648148148148149,-0.0384615384615385
"5776","Komodo","Small coins",2018-09-18,"Neutro",2,8114,7583,0,37,0,0,0,0.0618278846153847,-0.029620776535952
"5777","Komodo","Small coins",2018-09-18,"Positive",1,8114,714,0,11,5,0.5,0.5,0.0618278846153847,-0.029620776535952
"5778","Komodo","Small coins",2018-09-20,"Neutro",1,8114,859,0,39,2,0,0,0.158333333333333,-0.0686274509803922
"5779","Komodo","Small coins",2018-09-21,"Neutro",3,8114,40,0,50,55,0,0,0.0916666666666666,-0.0825688073394494
"5780","Komodo","Small coins",2018-09-22,"Negative",1,8114,8,0,10,7,0.125,0.75,0.059322033898305,0.0254237288135593
"5781","Komodo","Small coins",2018-09-22,"Neutro",5,8114,152,0,86,57,0,0,0.059322033898305,0.0254237288135593
"5782","Komodo","Small coins",2018-09-23,"Neutro",2,8114,54,0,47,17,0,0,0.0495867768595042,-0.0434782608695653
"5783","Komodo","Small coins",2018-09-23,"Positive",1,8114,34,0,20,15,0.136363636363636,0.454545454545455,0.0495867768595042,-0.0434782608695653
"5784","Komodo","Small coins",2018-09-24,"Neutro",3,8114,245,0,46,28,0,0.0416666666666667,0.0833333333333332,0.0666666666666665
"5785","Komodo","Small coins",2018-09-24,"Positive",1,8114,268,0,45,2,0.3,0,0.0833333333333332,0.0666666666666665
"5786","Komodo","Small coins",2018-09-25,"Neutro",1,8114,14,0,11,3,0,0,0.207407407407407,-0.00892857142857124
"5787","Komodo","Small coins",2018-09-26,"Neutro",1,8114,23,0,15,2,0,0.6,0.0434782608695651,-0.00892857142857124
"5788","Komodo","Small coins",2018-09-27,"Neutro",1,8114,4,0,12,5,0,0,0.0749999999999999,-0.0442477876106195
"5789","Komodo","Small coins",2018-09-27,"Positive",1,8114,1,0,31,2,0.4,0.75,0.0749999999999999,-0.0442477876106195
"5790","Komodo","Small coins",2018-09-28,"Neutro",1,8114,47,0,10,1,0,0,0.0650406504065041,-0.0169491525423729
"5791","Komodo","Small coins",2018-09-30,"Neutro",2,8114,282,0,47,7,0,0,0.025,-0.00840336134453782
"5792","Komodo","Small coins",2018-10-01,"Neutro",5,8114,730,0,67,18,0,0,0.0495867768595042,0.025
