"","coin","index","news_date","content","news_n","subscribers","normal_users","moderators","score","comments","polarity","subjectivity","volatility","day_movement"
"2306","Cardano","Top 10",2018-03-24,"Positive",1,69085,0,535,90,29,0.2,0.2,0.0903275510711268,-0.0018904492597064
"2307","Cardano","Top 10",2018-03-25,"Positive",1,69085,139,0,122,46,0.136363636363636,0.454545454545455,0.0392749883676663,0.0201225079088729
"2308","Cardano","Top 10",2018-03-26,"Positive",2,69085,362,0,118,19,0.1375,0.322916666666667,0.131015365034166,0.0878125679495543
"2309","Cardano","Top 10",2018-03-28,"Positive",1,69085,91,0,98,24,0.15,0.8,0.0672347055235839,-0.0313281270135829
"2310","Cardano","Top 10",2018-03-30,"Neutro",1,69085,62,0,51,8,0,0,0.101889552120805,-0.00378441774516871
"2311","Cardano","Top 10",2018-04-01,"Neutro",1,69085,156,0,85,53,0,0,0.121137882791855,0.037222935305274
"2312","Cardano","Top 10",2018-04-02,"Neutro",1,69085,1576,0,42,10,0,0,0.0642770329414283,-0.0309444858297458
"2313","Cardano","Top 10",2018-04-03,"Neutro",1,69085,123,0,65,105,0,0,0.104844382430609,-0.0923769827193026
"2314","Cardano","Top 10",2018-04-04,"Neutro",1,69085,308,0,111,16,0,0,0.142578081396647,0.092324051461223
"2315","Cardano","Top 10",2018-04-04,"Positive",1,69085,158,0,47,24,0.138888888888889,0.222222222222222,0.142578081396647,0.092324051461223
"2316","Cardano","Top 10",2018-04-06,"Neutro",1,69085,225,0,165,35,0,0,0.057488985320406,0.0265711551679987
"2317","Cardano","Top 10",2018-04-07,"Positive",1,69085,101,0,89,7,0.5,1,0.0504393638302227,-0.0269800186354697
"2318","Cardano","Top 10",2018-04-08,"Neutro",1,69085,323,0,43,24,0,1,0.0607565698129402,-0.0522358474718628
"2319","Cardano","Top 10",2018-04-08,"Positive",1,69085,413,0,103,12,0.6,0.9,0.0607565698129402,-0.0522358474718628
"2320","Cardano","Top 10",2018-04-12,"Neutro",1,69085,242,0,108,55,0,1,0.233049761100105,-0.272708192159849
"2321","Cardano","Top 10",2018-04-12,"Positive",1,69085,9,0,47,46,0.8,0.9,0.233049761100105,-0.272708192159849
"2322","Cardano","Top 10",2018-04-13,"Positive",2,69085,35,0,93,44,0.1875,0.316666666666667,0.09989376413807,0.0524495350419597
"2323","Cardano","Top 10",2018-04-16,"Neutro",1,69085,392,0,143,37,0,0,0.174707573856596,-0.156641383754941
"2324","Cardano","Top 10",2018-04-17,"Neutro",1,69085,637,0,334,88,0,0,0.109557990177559,0.0445568230820495
"2325","Cardano","Top 10",2018-04-18,"Neutro",2,69085,938,0,151,29,0,0,0.074833821197707,-0.0725361918808242
"2326","Cardano","Top 10",2018-04-20,"Neutro",1,69085,115,0,88,3,0,0,0.105900723044944,-0.111669975570694
"2327","Cardano","Top 10",2018-04-22,"Positive",1,69085,96,0,69,34,0.25,0.25,0.0542780055173994,0.00679332702582382
"2328","Cardano","Top 10",2018-04-23,"Neutro",1,69085,339,0,135,13,0,0,0.0209410164248007,-0.0102080838218506
"2329","Cardano","Top 10",2018-04-24,"Neutro",2,69085,755,0,174,78,0,0,0.0984251597902722,-0.0843421513209654
"2330","Cardano","Top 10",2018-04-25,"Neutro",1,69085,69,0,71,25,0,0,0.152302552708556,0.131554802512748
"2331","Cardano","Top 10",2018-04-25,"Positive",1,69085,442,0,43,6,0.5,0.9,0.152302552708556,0.131554802512748
"2332","Cardano","Top 10",2018-04-26,"Neutro",2,69085,1300,0,153,17,0,0,0.119018076291987,-0.0867815136911685
"2333","Cardano","Top 10",2018-04-27,"Neutro",1,69085,76,0,48,19,0,0,0.0640162097642364,0.0207068152578677
"2334","Cardano","Top 10",2018-04-28,"Neutro",1,69085,325,0,269,88,0,0,0.213243312855867,-0.246383171385783
"2335","Cardano","Top 10",2018-04-29,"Neutro",1,69085,232,0,61,37,0,0,0.104132239927198,-0.0121634735353648
"2336","Cardano","Top 10",2018-04-29,"Positive",3,69085,947,0,165,49,0.433333333333333,0.65,0.104132239927198,-0.0121634735353648
"2337","Cardano","Top 10",2018-04-30,"Positive",1,69085,247,0,163,30,0.6,0.9,0.0759599996705984,0.0575876276774171
"2338","Cardano","Top 10",2018-05-01,"Neutro",1,69085,4,0,255,41,0,0,0.108902414517386,-0.0458955017159785
"2339","Cardano","Top 10",2018-05-01,"Positive",1,69085,5,0,62,12,0.375,0.75,0.108902414517386,-0.0458955017159785
"2340","Cardano","Top 10",2018-05-03,"Neutro",4,69085,13232,0,416,73,0,0,0.0537782008420804,0.00596086318246109
"2341","Cardano","Top 10",2018-05-11,"Negative",1,69085,4,0,52,23,0.4,0.7,0.171390693977867,0.123552461783643
"2342","Cardano","Top 10",2018-05-13,"Neutro",1,69085,165,0,118,20,0,0,0.0888847531113111,-0.0524591370932118
"2343","Cardano","Top 10",2018-05-14,"Neutro",1,69085,161,0,107,35,0,0,0.0873926903610077,0.0434420609266333
"2344","Cardano","Top 10",2018-05-16,"Positive",1,69085,1,0,129,31,0.136363636363636,0.454545454545455,0.0632854957607251,0.0104484294547673
"2345","Cardano","Top 10",2018-05-17,"Positive",1,69085,1,0,99,41,0.363636363636364,0.522727272727273,0.0794987666802226,0.053187851658429
"2346","Cardano","Top 10",2018-05-20,"Neutro",1,69085,8,0,100,12,0,0,0.0759667925685911,-0.0534376889320279
"2347","Cardano","Top 10",2018-05-24,"Neutro",1,69085,671,0,155,55,0,0,0.0946685919494425,-0.0278619346461804
"2348","Cardano","Top 10",2018-05-25,"Positive",1,69085,0,1,107,20,0.214285714285714,0.642857142857143,0.0632180633889744,0.0402037692528461
"2349","Cardano","Top 10",2018-05-28,"Neutro",1,69085,126,0,38,2,0,0,0.107576791108695,0.097642697835784
"2350","Cardano","Top 10",2018-05-29,"Neutro",1,69085,39,0,51,44,0,0,0.165690168104666,-0.157942726884172
"2351","Cardano","Top 10",2018-05-29,"Positive",2,69085,538,0,81,16,0.312662337662338,0.723214285714286,0.165690168104666,-0.157942726884172
"2352","Cardano","Top 10",2018-06-01,"Neutro",1,69085,63,0,45,15,0,0,0.0533588732197711,0.00902317254033916
"2353","Cardano","Top 10",2018-06-07,"Neutro",1,69085,58,0,91,28,0,0,0.0445769565673282,0.0230721177205526
"2354","Cardano","Top 10",2018-06-10,"Positive",1,69085,629,0,145,23,0.7,0.6,0.150796210741526,0.122317223857044
"2355","Cardano","Top 10",2018-06-12,"Neutro",1,69085,56,0,65,39,0,1,0.109903328813263,0.0814070185499704
"2356","Cardano","Top 10",2018-06-17,"Neutro",1,69085,60,0,69,27,0,0,0.0209755771323649,0.0107700889436485
"2357","Cardano","Top 10",2018-06-19,"Neutro",2,69085,562,0,83,27,0,0,0.0458261478608382,-0.0150757124989376
"2358","Cardano","Top 10",2018-06-29,"Negative",1,69085,326,0,74,86,0.15,0.4,0.100144386201701,-0.0529577795086978
"2359","Cardano","Top 10",2018-07-01,"Neutro",1,69085,138,0,175,28,0,0,0.0814171315643205,-0.0285251403112886
"2360","Cardano","Top 10",2018-07-03,"Neutro",1,69085,730,0,125,69,0,0.2125,0.103343392106163,0.0496271810852753
"2361","Cardano","Top 10",2018-07-04,"Neutro",1,69085,1,0,215,34,0,0,0.0814301080648389,-0.00505992010652452
"2362","Cardano","Top 10",2018-07-06,"Neutro",1,69085,170,0,98,5,0,0.5,0.0623600830929954,0.0179160868308358
"2363","Cardano","Top 10",2018-07-10,"Neutro",1,69085,637,0,47,15,0,0.25,0.0843346083296599,0.0782729426246518
"2364","Cardano","Top 10",2018-07-13,"Neutro",1,69085,29,0,36,11,0,0,0.110788899942849,-0.0831742590279577
"2365","Cardano","Top 10",2018-07-15,"Positive",1,69085,2,0,98,29,0.3,0.1,0.0703314526049577,-0.0381889964897942
"2366","Cardano","Top 10",2018-07-17,"Neutro",1,69085,136,0,94,14,0,0,0.138816509085495,-0.102959687570603
"2367","Cardano","Top 10",2018-07-18,"Neutro",1,69085,75,0,77,16,0,0,0.117301611983621,-0.0533121157493585
"2368","Cardano","Top 10",2018-07-21,"Positive",1,69085,145,0,68,54,0.25,0.333333333333333,0.0776588624800849,-0.0101423509512697
"2369","Cardano","Top 10",2018-07-22,"Positive",1,69085,37,0,43,4,0.7,0.6,0.082968720123275,-0.0390727021980303
"2370","Cardano","Top 10",2018-07-25,"Neutro",1,69085,44,0,40,13,0,0,0.0483959293570026,-0.00215247157113025
"2371","Cardano","Top 10",2018-07-26,"Neutro",1,69085,1,0,77,9,0,0,0.0700640952271947,0.0443752319970304
"2372","Cardano","Top 10",2018-07-27,"Neutro",1,69085,4858,0,59,44,0,0,0.0714188336129075,-0.00662815445424146
"2373","Cardano","Top 10",2018-07-28,"Neutro",1,69085,403,0,119,10,0,0,0.0373222321149264,0.0171330943042086
"2374","Cardano","Top 10",2018-07-29,"Neutro",1,69085,308,0,183,140,0,0,0.0264183235015658,0.0051777806204808
"2375","Cardano","Top 10",2018-07-30,"Neutro",2,69085,244,0,90,17,0,0,0.0854846416800421,0.0560361199259957
"2376","Cardano","Top 10",2018-07-30,"Positive",2,69085,389,451,185,53,0.157142857142857,0.521428571428571,0.0854846416800421,0.0560361199259957
"2377","Cardano","Top 10",2018-07-31,"Positive",1,69085,90,0,34,26,0.5,0.5,0.0869982553652382,0.0699046518722374
"2378","Cardano","Top 10",2018-08-02,"Positive",1,69085,40,0,49,56,0.357142857142857,0.571428571428571,0.0843059776391238,0.066340683291347
"2379","Cardano","Top 10",2018-08-03,"Neutro",1,69085,200,0,64,12,0,0.125,0.076315496718211,0.00883454069519711
"2380","Cardano","Top 10",2018-08-06,"Neutro",1,69085,173,0,79,51,0,0,0.0604307791560365,0.00279562172030038
"2381","Cardano","Top 10",2018-08-09,"Neutro",1,69085,3,0,99,25,0,0,0.0989518578555579,-0.0785978149807435
"2382","Cardano","Top 10",2018-08-10,"Neutro",1,69085,36,0,46,8,0,0,0.0897764191860186,0.062341346270076
"2383","Cardano","Top 10",2018-08-12,"Positive",1,69085,81,0,61,35,0.357142857142857,0.571428571428571,0.0272676586402762,-0.00420455656595288
"2384","Cardano","Top 10",2018-08-15,"Neutro",1,69085,37,0,62,23,0,0,0.0634738477062949,0.00470211228518473
"2385","Cardano","Top 10",2018-08-17,"Neutro",2,69085,407,0,112,35,0,0,0.134146674308797,-0.148460525490688
"2386","Cardano","Top 10",2018-08-18,"Neutro",1,69085,630,0,531,65,0,0,0.133289472514381,0.0916092383041868
"2387","Cardano","Top 10",2018-08-19,"Positive",1,69085,48,0,48,27,0.136363636363636,0.454545454545455,0.0597750052703194,-0.0269991177414179
"2388","Cardano","Top 10",2018-08-25,"Neutro",1,69085,179,0,88,42,0,0,0.0279663603734462,0.000243889507449183
"2389","Cardano","Top 10",2018-08-27,"Negative",1,69085,60,0,49,106,0.3,0.55,0.0820774840021827,-0.0760479941617119
"2390","Cardano","Top 10",2018-08-29,"Positive",1,69085,309,0,150,33,0.4,0.4,0.0618596452572436,0.00134455691168524
"2391","Cardano","Top 10",2018-08-30,"Neutro",1,69085,192,0,65,8,0,0,0.0920070185918017,0.0441518939213915
"2392","Cardano","Top 10",2018-09-02,"Positive",1,69085,712,0,93,24,0.25,0.3125,0.0435800787445654,0.0231144121306231
"2393","Cardano","Top 10",2018-09-03,"Neutro",1,69085,44,0,49,7,0,0,0.0253248790318749,0.00996655518394664
"2394","Cardano","Top 10",2018-09-03,"Positive",1,69085,570,0,56,5,0.8,0.75,0.0253248790318749,0.00996655518394664
"2395","Cardano","Top 10",2018-09-04,"Positive",1,69085,51,0,37,43,0.542857142857143,0.642857142857143,0.0293308546695585,-0.0172103900119827
"2396","Cardano","Top 10",2018-09-08,"Neutro",1,69085,1,0,82,16,0,0,0.0895688946317398,0.0699595815501664
"2397","Cardano","Top 10",2018-09-08,"Positive",1,69085,282,0,55,88,0.642857142857143,0.767857142857143,0.0895688946317398,0.0699595815501664
"2398","Cardano","Top 10",2018-09-11,"Neutro",1,69085,4,0,40,26,0,0,0.101752508361204,0.0494338096521972
"2399","Cardano","Top 10",2018-09-14,"Positive",1,69085,45,0,36,53,0.2,0.5625,0.0652158542965823,0.0263360630011128
"2400","Cardano","Top 10",2018-09-15,"Neutro",1,69085,589,0,57,14,0,0.295,0.0364812051446031,-0.0205217288894124
"2401","Cardano","Top 10",2018-09-17,"Positive",1,69085,295,0,54,87,0.4,1,0.0975522982780703,0.0852492341168724
"2402","Cardano","Top 10",2018-09-18,"Neutro",1,69085,478,0,46,2,0,0,0.108530333238394,-0.0922162094135413
"2403","Cardano","Top 10",2018-09-20,"Neutro",1,69085,507,0,241,61,0,0,0.134851985821609,-0.124987920871354
"2404","Cardano","Top 10",2018-09-22,"Neutro",1,69085,130,0,41,15,0,1,0.0912320398235095,0.0509582477754964
"2405","Cardano","Top 10",2018-09-25,"Negative",1,69085,1,0,154,52,0.5,0.5,0.0841403108027654,0.0154915373680182
"2406","Cardano","Top 10",2018-09-25,"Neutro",1,69085,9181,0,120,31,0,0,0.0841403108027654,0.0154915373680182
"2407","Cardano","Top 10",2018-09-27,"Positive",1,69085,184,0,45,7,0.25,0.333333333333333,0.105150851248345,-0.0822364281579543
"2408","Cardano","Top 10",2018-09-29,"Neutro",1,69085,83,0,36,10,0,0,0.0539880283891584,-0.0106794724770643
"2409","Cardano","Top 10",2018-09-30,"Negative",1,69085,35,0,50,13,0.3,0.5,0.0389728583936222,-0.00980229470889447
"2410","Cardano","Top 10",2018-09-30,"Positive",1,69085,40,0,58,19,0.55,0.35,0.0389728583936222,-0.00980229470889447
"2411","Cardano","Top 10",2018-10-01,"Neutro",1,69085,73,0,103,20,0,0,0.0369438034636272,0.00964920508371231
"2412","Cardano","Top 10",2018-10-02,"Neutro",1,69085,83,0,32,9,0,0,0.0270780930787306,0.0245733062266559
"2413","Cardano","Top 10",2018-10-04,"Neutro",1,69085,59,0,57,26,0,0,0.0272379180809044,-0.00601351184142147
"2414","Cardano","Top 10",2018-10-06,"Neutro",1,69085,272,0,63,51,0,1,0.0327723966606552,0.0240790310770746
"2415","Cardano","Top 10",2018-10-07,"Neutro",1,69085,89,0,33,22,0,0,0.0517903489095843,-0.0393350848331575
"2416","Cardano","Top 10",2018-10-08,"Positive",1,69085,1,0,60,2,0.5,0.888888888888889,0.0563803604441471,-0.0245590375128652
"2417","Cardano","Top 10",2018-10-09,"Neutro",1,69085,357,0,37,0,0,0,0.0348527613671424,0.00479411798600947
"2418","Cardano","Top 10",2018-10-11,"Positive",1,69085,0,69,40,4,0.5,0.5,0.171799602611411,0.160733510795623
"2419","Cardano","Top 10",2018-10-12,"Positive",1,69085,0,10,179,59,0.1,0.375,0.0796125461254611,-0.0408734841268713
"2420","Cardano","Top 10",2018-10-13,"Neutro",1,69085,146,0,68,14,0,0.333333333333333,0.0323007077046333,-0.00641546319368909
"2421","Cardano","Top 10",2018-10-13,"Positive",1,69085,64,0,40,20,0.5,0.5,0.0323007077046333,-0.00641546319368909
"2422","Cardano","Top 10",2018-10-15,"Negative",1,69085,32,0,46,16,0.09375,0.375,0.112573768823769,-0.0618007836901584
"2423","Cardano","Top 10",2018-10-16,"Neutro",1,69085,1,0,130,12,0,0,0.029141924959217,-0.0137187784136492
"2424","Dash","Small coins",2015-12-27,"Neutro",1,22605,256,0,30,4,0,0,0.0476190476190476,0.0293040293040293
"2425","Dash","Small coins",2016-02-27,"Positive",1,22605,1479,0,32,0,0.5,0.5,0.0440097799511002,-0.0251256281407035
"2426","Dash","Small coins",2016-03-30,"Neutro",1,22605,268,0,36,12,0,0,0.049226441631505,0.0437235543018335
"2427","Dash","Small coins",2016-06-17,"Neutro",1,22605,1692,0,32,7,0,0,0.090909090909091,0.0346420323325636
"2428","Dash","Small coins",2016-08-01,"Neutro",1,22605,896,0,40,21,0,0,0.0982824427480917,-0.0476190476190477
"2429","Dash","Small coins",2016-08-14,"Neutro",1,22605,102,0,36,8,0,0,0.153488372093023,-0.129485179407176
"2430","Dash","Small coins",2016-08-31,"Neutro",1,22605,33,0,41,11,0,0,0.0614754098360656,-0.010195412064571
"2431","Dash","Small coins",2017-01-02,"Neutro",1,22605,0,869,47,19,0,0,0.0602006688963211,-0.0479148181011536
"2432","Dash","Small coins",2017-01-06,"Positive",1,22605,68,0,38,23,0.5,0.5,0.201748486886348,0.165742024965326
"2433","Dash","Small coins",2017-01-08,"Neutro",1,22605,848,0,36,32,0,0,0.0708841463414634,-0.00966183574879221
"2434","Dash","Small coins",2017-01-12,"Positive",1,22605,77,0,29,4,0.183333333333333,0.316666666666667,0.118116520351157,-0.0823737821080604
"2435","Dash","Small coins",2017-01-31,"Neutro",1,22605,150,0,63,20,0,0,0.0271270036991368,-0.0087884494664156
"2436","Dash","Small coins",2017-02-17,"Neutro",1,22605,122,0,50,12,0,0,0.0476426799007443,-0.0272213662044171
"2437","Dash","Small coins",2017-02-22,"Positive",1,22605,783,0,40,15,0.4,0.875,0.0540784136998649,-0.0414312617702449
"2438","Dash","Small coins",2017-02-24,"Neutro",1,22605,2,0,72,25,0,0,0.190265486725664,-0.0459081836327345
"2439","Dash","Small coins",2017-02-25,"Positive",1,22605,801,0,47,22,0.2,0.2,0.129103651789008,-0.0202058711399162
"2440","Dash","Small coins",2017-02-27,"Neutro",1,22605,104015,0,31,44,0,0,0.0408519553072626,-0.00284697508896791
"2441","Dash","Small coins",2017-03-03,"Positive",1,22605,68,0,99,87,0.2,0.2,0.250194552529183,-0.0758401453224342
"2442","Dash","Small coins",2017-03-09,"Neutro",1,22605,7975,0,41,28,0,0,0.219745222929936,-0.208806818181818
"2443","Dash","Small coins",2017-03-11,"Negative",1,22605,114,0,46,22,0.166666666666667,0.166666666666667,0.323303197948995,-0.44702380952381
"2444","Dash","Small coins",2017-03-12,"Neutro",1,22605,730,0,34,9,0,0,0.183314766679044,-0.0601017741713658
"2445","Dash","Small coins",2017-03-15,"Neutro",1,22605,10500,0,57,35,0,0,0.157036163522013,-0.0677071637098585
"2446","Dash","Small coins",2017-03-18,"Neutro",1,22605,109,0,57,13,0,0.2,0.211251244606704,-0.081155977830562
"2447","Dash","Small coins",2017-03-19,"Neutro",1,22605,1603,0,31,26,0,0,0.133514747191011,-0.00632264063226413
"2448","Dash","Small coins",2017-03-31,"Neutro",1,22605,562,0,31,3,0,0,0.172354740061162,0.0578543579423973
"2449","Dash","Small coins",2017-04-10,"Positive",1,22605,431,0,36,21,0.0994318181818182,0.477272727272727,0.081651376146789,0.0528348524640816
"2450","Dash","Small coins",2017-04-29,"Neutro",1,22605,30,0,40,6,0,0,0.206948039020506,-0.19179113844609
"2451","Dash","Small coins",2017-05-22,"Neutro",1,22605,37,0,29,10,0,0,0.344073569482289,-0.187352478363493
"2452","Dash","Small coins",2017-06-05,"Neutro",1,22605,504,0,35,36,0,0,0.0264637323460854,-0.010599721059972
"2453","Dash","Small coins",2017-06-13,"Neutro",1,22605,200,0,30,13,0,0,0.0690329945099744,-0.0741519238629064
"2454","Dash","Small coins",2017-06-13,"Positive",1,22605,87,0,47,2,0.193181818181818,0.393939393939394,0.0690329945099744,-0.0741519238629064
"2455","Dash","Small coins",2017-06-19,"Neutro",2,22605,258,0,116,52,0,0,0.0745609826312254,-0.0416645101185238
"2456","Dash","Small coins",2017-06-26,"Neutro",1,22605,0,342,80,45,0,0,0.151725314081064,0.0582215541165589
"2457","Dash","Small coins",2017-06-28,"Neutro",1,22605,230,0,57,14,0,0.5,0.0611926654836801,-0.0402237161742275
"2458","Dash","Small coins",2017-06-29,"Neutro",1,22605,0,1751,118,23,0,0.25,0.0420641803989592,0.0327564557514877
"2459","Dash","Small coins",2017-07-01,"Positive",1,22605,1,0,47,30,0.1,1,0.0913928355916397,0.0878013872068699
"2460","Dash","Small coins",2017-07-18,"Positive",1,22605,5088,0,32,59,0.25,0.333333333333333,0.117320458660229,-0.0231067961165048
"2461","Dash","Small coins",2017-07-26,"Negative",1,22605,10,0,51,1,0.3,0.2,0.0574970131421743,0.00572919330912069
"2462","Dash","Small coins",2017-08-08,"Neutro",1,22605,3632,0,117,58,0,0.5,0.0512408759124088,-0.0369823990232983
"2463","Dash","Small coins",2017-08-17,"Negative",1,22605,327,0,76,38,0.8,1,0.120951650038373,-0.00880905086795057
"2464","Dash","Small coins",2017-08-19,"Neutro",1,22605,103,0,39,75,0,0,0.319140553972968,-0.284995771576089
"2465","Dash","Small coins",2017-08-21,"Neutro",1,22605,1,0,79,19,0,0,0.0817915612937574,0.0483030942574123
"2466","Dash","Small coins",2017-08-24,"Neutro",1,22605,106,0,32,1,0,0,0.0767035545549672,-0.0764950846531951
"2467","Dash","Small coins",2017-08-26,"Neutro",1,22605,79,0,35,41,0,0,0.230592771554775,-0.268237756914489
"2468","Dash","Small coins",2017-09-01,"Positive",1,22605,33,0,52,24,0.1,0.2,0.0432439303419348,-0.0408287468247248
"2469","Dash","Small coins",2017-09-05,"Neutro",1,22605,289,0,59,49,0,0,0.14168888356349,-0.0326622065135068
"2470","Dash","Small coins",2017-09-21,"Neutro",2,22605,5374,0,119,47,0,0,0.128051589129433,0.0360970766040712
"2471","Dash","Small coins",2017-09-24,"Neutro",2,22605,43,0,93,32,0,0.13125,0.0750474807284102,0.0529394977168949
"2472","Dash","Small coins",2017-09-25,"Neutro",1,22605,82,0,56,26,0,0,0.0453876136855782,-0.0437346883222937
"2473","Dash","Small coins",2017-09-28,"Neutro",1,22605,12366,0,47,30,0,0,0.0511052115195938,0.0223140734745788
"2474","Dash","Small coins",2017-10-01,"Positive",1,22605,35,0,30,3,0.136363636363636,0.5,0.0358167938931298,0.0341030738645052
"2475","Dash","Small coins",2017-10-02,"Positive",1,22605,63,0,43,4,0.136363636363636,0.454545454545455,0.0443280650893108,0.0230099699319512
"2476","Dash","Small coins",2017-10-05,"Neutro",1,22605,439,0,35,4,0,0,0.0351173831046368,-3.27450145715017e-05
"2477","Dash","Small coins",2017-10-16,"Positive",1,22605,610,0,45,152,0.177777777777778,0.677777777777778,0.0328960061740305,0.0234279066761455
"2478","Dash","Small coins",2017-10-23,"Negative",1,22605,758,0,51,7,0.3,0.4,0.0938401318500205,-0.0319125762416498
"2479","Dash","Small coins",2017-10-23,"Neutro",1,22605,0,877,35,5,0,0,0.0938401318500205,-0.0319125762416498
"2480","Dash","Small coins",2017-11-03,"Negative",1,22605,1159,0,30,43,0.5,1,0.0654252105618535,-0.0557050286104058
"2481","Dash","Small coins",2017-11-11,"Positive",1,22605,23617,0,39,55,0.222222222222222,0.355555555555556,0.0803254268362552,-0.0441420511118486
"2482","Dash","Small coins",2017-11-12,"Neutro",1,22605,57,0,49,18,0,0,0.388569723196299,-0.550914140245314
"2483","Dash","Small coins",2017-11-12,"Positive",1,22605,192,0,50,71,0.136363636363636,0.454545454545455,0.388569723196299,-0.550914140245314
"2484","Dash","Small coins",2017-11-13,"Positive",3,22605,850,0,198,74,0.186111111111111,0.5125,0.240027121708668,0.157144265851494
"2485","Dash","Small coins",2017-11-14,"Positive",1,22605,344,0,43,20,0.1,1,0.0870021432398643,0.00179776330228102
"2486","Dash","Small coins",2017-11-16,"Positive",1,22605,639,0,35,24,1,0.3,0.0350823886876243,0.0149113095097877
"2487","Dash","Small coins",2017-11-18,"Neutro",1,22605,676,0,35,26,0,0,0.123908093562409,-0.0716154118062919
"2488","Dash","Small coins",2017-11-20,"Neutro",1,22605,231,0,52,37,0,0,0.127574473165781,-0.100694522996177
"2489","Dash","Small coins",2017-11-21,"Negative",1,22605,48,0,44,44,0.05,0.4,0.125024065303608,0.012054213977291
"2490","Dash","Small coins",2017-11-22,"Positive",1,22605,808,0,38,12,0.5,0.5,0.168603771046036,-0.169961193305845
"2491","Dash","Small coins",2017-11-23,"Neutro",1,22605,429,0,36,3,0,0,0.0455861442790331,0.0183109571242963
"2492","Dash","Small coins",2017-11-23,"Positive",1,22605,170,0,61,20,0.285714285714286,0.535714285714286,0.0455861442790331,0.0183109571242963
"2493","Dash","Small coins",2017-11-30,"Neutro",2,22605,1191,0,126,81,0,0,0.188596650341617,-0.155330113194251
"2494","Dash","Small coins",2017-12-01,"Neutro",1,22605,12833,0,92,15,0,0,0.0618698612299565,-0.0127750898446924
"2495","Dash","Small coins",2017-12-02,"Positive",1,22605,4848,0,40,18,0.466666666666667,0.627777777777778,0.0408043684236773,0.0244015540794586
"2496","Dash","Small coins",2017-12-03,"Neutro",1,22605,594,0,37,4,0,0.05,0.0772406098921533,0.0127121908626313
"2497","Dash","Small coins",2017-12-06,"Positive",2,22605,2,0,89,17,0.25,0.291666666666667,0.118647953335541,0.0739937302416634
"2498","Dash","Small coins",2017-12-08,"Negative",1,22605,3128,0,63,2,0.329545454545455,0.609848484848485,0.138608949924286,-0.0370925386767141
"2499","Dash","Small coins",2017-12-09,"Neutro",1,22605,192,0,47,25,0,0,0.0869166720454398,0.00553845308119396
"2500","Dash","Small coins",2017-12-10,"Neutro",1,22605,894,0,35,112,0,0,0.10868574112706,0.0477856283616554
"2501","Dash","Small coins",2017-12-11,"Neutro",1,22605,4742,0,42,32,0,0,0.105042071449937,-0.111611357199913
"2502","Dash","Small coins",2017-12-14,"Neutro",1,22605,129,0,46,0,0,0,0.105145229072661,-0.0643399192499519
"2503","Dash","Small coins",2017-12-14,"Positive",1,22605,39,0,30,22,0.2,0.3,0.105145229072661,-0.0643399192499519
"2504","Dash","Small coins",2017-12-16,"Neutro",1,22605,0,2470,200,63,0,0,0.104062865073739,-0.111282483744258
"2505","Dash","Small coins",2017-12-17,"Neutro",1,22605,113,0,109,84,0,0,0.138917652650699,-0.090102611112754
"2506","Dash","Small coins",2017-12-17,"Positive",1,22605,831,0,36,32,0.136363636363636,0.454545454545455,0.138917652650699,-0.090102611112754
"2507","Dash","Small coins",2017-12-18,"Positive",1,22605,410,0,43,5,0.5,0.5,0.126264907086825,-0.0513079195791596
"2508","Dash","Small coins",2017-12-19,"Positive",1,22605,214,0,31,23,0.178333333333333,0.346666666666667,0.101596134834327,-0.0185402950996971
"2509","Dash","Small coins",2017-12-20,"Neutro",1,22605,2,0,33,22,0,0,0.289193896067518,-0.308822536542551
"2510","Dash","Small coins",2017-12-21,"Neutro",1,22605,12684,0,69,10,0,0,0.15464228915217,0.077636138056943
"2511","Dash","Small coins",2017-12-22,"Neutro",1,22605,52,0,33,15,0,0,0.404888292195945,0.182321936334004
"2512","Dash","Small coins",2017-12-23,"Negative",1,22605,124,0,100,25,0.6,0.9,0.148881845395316,-0.0640339022640439
"2513","Dash","Small coins",2017-12-25,"Positive",1,22605,40,0,50,48,0.4,0.4,0.05891258237399,0.0122970441736032
"2514","Dash","Small coins",2017-12-26,"Negative",1,22605,664,0,79,37,0.2,0,0.0475515589873913,-0.0418502014978145
"2515","Dash","Small coins",2017-12-26,"Neutro",1,22605,2,0,32,12,0,0,0.0475515589873913,-0.0418502014978145
"2516","Dash","Small coins",2017-12-27,"Negative",1,22605,1,0,50,41,0.0666666666666667,0.666666666666667,0.0731169089822744,0.0309947473431328
"2517","Dash","Small coins",2017-12-29,"Neutro",2,22605,734,0,113,23,0,0,0.0984632226011537,0.015378941228943
"2518","Dash","Small coins",2017-12-30,"Negative",1,22605,4366,0,35,38,0.4,0.7,0.173632655906857,0.118529298985603
"2519","Dash","Small coins",2017-12-30,"Neutro",1,22605,898,0,41,15,0,0,0.173632655906857,0.118529298985603
"2520","Dash","Small coins",2018-01-01,"Positive",1,22605,278,0,66,55,0.6,0.95,0.0520784767162119,8.53833236881025e-05
"2521","Dash","Small coins",2018-01-04,"Neutro",1,22605,3,0,53,111,0,0,0.166532509150555,-0.0477801160422932
"2522","Dash","Small coins",2018-01-05,"Neutro",2,22605,986,0,67,7,0,0,0.0960058428095747,0.0566620007694638
